Date,Predicted Sales,Lower Estimate,Upper Estimate
2026-06-28,405669.562243117,106273.6605671479,701052.5179503473
2026-06-29,342222.2358954167,28996.58783571296,655528.0316379454
2026-06-30,336528.266881982,33986.33667524334,633362.1183719208
2026-07-01,341072.6557025949,16249.228631907878,638264.3207722186
2026-07-02,349246.29928279377,51509.96148694551,640018.8419951303
2026-07-03,288461.20800971676,-20231.351171624538,579952.7729427285
2026-07-04,362859.6785898782,45969.54816362012,676715.4883528338
2026-07-05,366153.589713897,59564.10851172359,686835.0475792667
2026-07-06,293870.6549181852,-19021.184976906436,626665.2312279106
2026-07-07,279739.55808900227,-51676.08626960372,587896.1222963938
2026-07-08,276431.4916350826,-41507.99863872474,593402.9289673356
2026-07-09,277517.36494106177,-38289.923127214795,583064.0413764915
2026-07-10,210578.59604416526,-104098.40887677725,527423.8013597004
2026-07-11,279912.01575419336,-39312.44264816413,588567.6792352529
2026-07-12,279365.16184102616,-58561.69850297157,575052.6166013012
2026-07-13,204578.9031900728,-112659.72881956396,544159.1130217462
2026-07-14,189369.41695278714,-116673.13193439425,483943.60007387644
2026-07-15,186467.12567667826,-129281.64198772066,470279.5905906693
2026-07-16,189471.93599556186,-105690.63985494665,517850.9039107582
2026-07-17,125962.75068767549,-183744.18926578658,422650.0105908053
2026-07-18,200201.82538481394,-104698.54274735326,533100.5439600598
2026-07-19,205970.27153468956,-108600.26166346668,503029.8642427552
2026-07-20,138811.6505837272,-146925.39904852593,452673.58440955885
2026-07-21,132415.6682386832,-193018.90878273686,466184.95230690495
2026-07-22,139359.54256560278,-185784.04383338775,450101.20040890336
2026-07-23,153066.3358881807,-139353.9917254207,476719.0299804514
2026-07-24,100918.15346271888,-222087.60196036368,411463.031756005
2026-07-25,186964.69579101377,-144472.01087071083,487873.61363622494
2026-07-26,204763.368205835,-124313.09820164372,496078.248160529
2026-07-27,149627.7836134045,-153534.83547933705,457032.4626397907
2026-07-28,155016.54976235493,-165331.00684704803,443980.0875606027
2026-07-29,173279.791885,-129029.27401301521,488941.4283860466
2026-07-30,197622.57544714745,-125981.092258386,507015.86523515836
2026-07-31,155223.00764765881,-143237.2855589388,494446.0322358001
2026-08-01,249945.38428283398,-39851.61340342407,563559.6105800993
2026-08-02,275184.47255083144,-47204.687858897385,575859.2857333375
2026-08-03,226117.6627362188,-66527.40206105138,545828.8509787723
2026-08-04,236096.78999566214,-75961.59984756589,536654.2267463955
2026-08-05,257397.00207922404,-48264.03630886412,593243.5427699627
2026-08-06,283181.7798218358,-18156.85256104131,593874.3900851537
2026-08-07,240621.8497714599,-75563.462224269,555979.7183664002
2026-08-08,333608.3359542825,28672.68730464958,653866.2120835722
2026-08-09,355596.2419370611,39952.25291363805,685086.1186782
2026-08-10,301855.0169024751,16529.801696649956,605081.2696612573
2026-08-11,305858.0474000646,-15315.480535799577,619950.659762141
2026-08-12,320028.5096812942,-4440.369920981508,613849.0180306102
2026-08-13,337700.7656238428,38316.69563367136,649692.9914172381
2026-08-14,286235.13291047496,-35311.45051443071,582930.9320870005
2026-08-15,369726.4805249673,61344.5719506372,679366.5781464641
2026-08-16,381842.85483709245,64881.00247673582,700022.9216507897
2026-08-17,318071.01121872,8596.237503288801,623344.5886655749
2026-08-18,312100.8180227309,15109.042013814336,632976.510179346
2026-08-19,316566.09374135843,-16447.153799190102,638987.7018040572
2026-08-20,325001.18371529697,23295.71586599437,670626.3456824553
2026-08-21,264951.2247334639,-48643.161439593954,577617.4756259444
2026-08-22,340676.65753862384,40714.84933119476,657712.3960997614
2026-08-23,345988.289976225,47628.26785126134,663327.0133552891
2026-08-24,276489.8692383492,-27939.097806924485,610897.0983789853
2026-08-25,265960.19750610465,-51076.07354229461,562559.477141231
2026-08-26,267092.40158574877,-44267.747199371544,595596.1669029065
2026-08-27,273449.69382199453,-31040.189470827212,595066.9877530728
2026-08-28,212575.58399042452,-92471.01713041776,549683.622283666
2026-08-29,288699.09385005356,-37383.84666891696,595495.5888288757
2026-08-30,295571.2494334268,-32505.618048255772,633519.6223184813
2026-08-31,228709.7633990369,-96247.09722879666,536201.3834380015
2026-09-01,221783.87855930888,-80217.97863978076,549945.6352579065
2026-09-02,227356.90467287385,-95300.35162153078,540930.6478720146
2026-09-03,238845.6942265307,-63671.138378999734,536085.3264816675
2026-09-04,183634.91478783765,-114133.92487290158,511500.65468788974
2026-09-05,265786.55974434095,-40480.276492923695,573610.0569923643
2026-09-06,278880.85786883,-7500.695072369242,590197.0099773591
2026-09-07,218265.37772472153,-81851.88384953386,541349.4324532271
2026-09-08,217444.18312725483,-91156.06955106315,518988.2147986947
2026-09-09,228824.4613278514,-94410.7501490509,536084.9970134097
2026-09-10,245679.76658077192,-57780.707688896255,542040.1838215921
2026-09-11,195267.64363755664,-110598.42772454928,510063.6466440744
2026-09-12,281541.9923651546,-3342.921990385734,594219.4097106518
2026-09-13,297996.2677256493,-25455.68194980081,574780.238238876
2026-09-14,239914.26097510956,-73547.34897530003,530749.4195919234
2026-09-15,240760.28532458245,-76122.4940990852,551943.6571561611
2026-09-16,252926.1726470376,-45860.93149845894,570097.3662911311
2026-09-17,269694.2268512731,-38691.19874306565,601285.3915046644
2026-09-18,218353.9191966277,-79170.36672078857,503275.9822543779
2026-09-19,302912.72442756686,-6968.446669876516,623644.767363707
2026-09-20,316937.2453703828,13316.590161634733,622086.5583437416
2026-09-21,255801.4393033176,-56389.57274060041,581446.6472499763
2026-09-22,253073.84881869276,-48359.5156924707,554605.4149777236
2026-09-23,261261.3329102423,-39901.884700113835,550212.0260561776
2026-09-24,273768.54015115404,-32466.20040456023,582471.9211238807
2026-09-25,218011.00981839938,-91678.56586821986,511131.7554647313
2026-09-26,298122.40192063747,-20161.69674042049,604236.0932836257
2026-09-27,307792.10449274397,1330.7805875379215,622202.0795439236
2026-09-28,242510.12804869033,-56768.513886012304,552959.1270812859
2026-09-29,235951.27970226714,-86766.89459890293,556435.6698507459
2026-09-30,240716.19328740056,-76719.84939800914,547108.6116579222
2026-10-01,250288.52658886017,-51012.504872629455,576433.6587060492
2026-10-02,192146.26765313884,-133624.57436835775,473442.65883792273
2026-10-03,270467.6927014535,-65357.7531861135,561602.3692116949
2026-10-04,278968.2500420607,-37540.79012971109,585197.4518413508
2026-10-05,213145.28983038175,-94086.28720470394,540300.4564626472
2026-10-06,206662.6260136989,-99685.66312172647,472572.9525858895
2026-10-07,212092.48483048708,-93288.272884434,519363.4089101612
2026-10-08,222874.1140844294,-109338.88227000336,532645.0013167453
2026-10-09,166426.94455484574,-144686.09182367512,491030.6413869694
2026-10-10,246858.78336213002,-77101.59425815236,532338.981726175
2026-10-11,257805.2408297834,-63738.72586276813,550741.9614994479
2026-10-12,194677.2298902339,-100347.52545170119,523125.8587230741
2026-10-13,191048.43804462475,-116405.53871061144,481186.7352549669
2026-10-14,199400.2369363067,-119984.53695117065,508184.6968105658
2026-10-15,213083.21409362892,-118654.95584506284,518039.8761473408
2026-10-16,159433.13075914385,-145494.45767568034,451391.205928031
2026-10-17,242481.7029285988,-76747.16949341068,547524.6800083619
2026-10-18,255798.3315402644,-43628.624643137606,555666.4221553263
2026-10-19,194739.5544794575,-130223.59306222401,525504.9626040237
2026-10-20,192838.06509582084,-135485.88244408258,480469.1930294767
2026-10-21,202548.7195592274,-88032.22302259249,509888.87393042346
2026-10-22,217210.68859007122,-102433.71449151121,536285.825859436
2026-10-23,164163.54291152995,-132764.37426122447,468618.8780896043
2026-10-24,247457.66974282978,-72622.69324336712,545215.9627399636
2026-10-25,260695.16110728795,-58337.471200848195,549775.9108278659
2026-10-26,199277.97557529542,-121122.05812382408,510417.3635684217
2026-10-27,196795.26025018268,-104926.90204882907,495263.349939218
2026-10-28,205767.30930531243,-102331.58642290116,520587.65207339555
2026-10-29,219605.37878987478,-97099.26470438206,535768.1190810765
2026-10-30,165725.21952239232,-143637.49778209368,480731.03600738716
2026-10-31,248254.80398300418,-57554.66750105449,566311.8311826286
2026-11-01,260872.47037845827,-45057.332924514085,584704.700453755
2026-11-02,199052.36929058,-111315.38835042715,528633.6959583659
2026-11-03,196449.18244853156,-108127.21250553888,527327.6541118155
2026-11-04,205639.66922343057,-109813.6541205204,508325.4421233438
2026-11-05,220080.33410117475,-97920.21988986304,507203.59318850137
2026-11-06,167219.14265480064,-151991.8681329361,478371.0516863506
2026-11-07,251201.81789332788,-44279.768474441706,566189.0463100238
2026-11-08,265708.98482601455,-39962.26595139316,572488.4918686362
2026-11-09,206201.08073618138,-91675.19829055869,504003.4671299709
2026-11-10,206303.01935030642,-95704.13800313207,513048.9994571994
2026-11-11,218546.1691637191,-82680.73071182742,542126.2740765184
2026-11-12,236326.92979817826,-73850.80642317866,562552.683587733
2026-11-13,187019.81076182172,-106845.49404172746,498589.0245883966
2026-11-14,274685.5082665362,-33858.06966932969,572089.8215671433
2026-11-15,292910.19971070805,-17397.503665018503,579631.0257682708
2026-11-16,237052.91446958826,-90914.13978855313,546374.9453674161
2026-11-17,240632.90139840843,-61429.659059825215,551240.8625940981
2026-11-18,256074.4785401009,-43753.567086333314,544156.6524923277
2026-11-19,276668.5692721244,-14133.582962204815,572962.7641361621
2026-11-20,229688.7470014724,-82449.61200918067,529066.3534249542
2026-11-21,319102.20150920906,23030.359091594062,643241.5461162975
2026-11-22,338411.76599955873,17972.344626323065,643395.8346468693
2026-11-23,282905.7872104499,-21746.05989314681,593208.9811612807
2026-11-24,286047.6890654287,-25251.861948817983,583420.8168260783
2026-11-25,300222.65374688874,3103.4875904470246,608581.5097411792
2026-11-26,318700.5727797655,21819.2556426831,618882.5409912212
2026-11-27,268753.0499809006,-43604.075650062994,586984.9004752609
2026-11-28,354364.8415674166,62783.73773462243,648683.6498894023
2026-11-29,369075.85783775686,52270.61337956563,673727.0472434917
2026-11-30,308230.5076650523,17176.124761697873,619705.0812005467
2026-12-01,305366.248653976,-14294.059633810988,604864.5311328546
2026-12-02,312958.79229490546,29788.357673010276,635744.0292313132
2026-12-03,324383.15449468495,9683.418044677097,642808.7267519202
2026-12-04,267028.3823533109,-48788.833216727675,571858.4700785745
2026-12-05,345006.4013263386,42130.7142690921,658024.8551068044
2026-12-06,351991.17421065405,52532.68224932332,667198.776830305
2026-12-07,283465.02651958296,-27803.55499584432,596144.4328272629
2026-12-08,273104.0786990779,-15780.08962859246,594622.1693398461
2026-12-09,273520.3142730942,-32836.51914699621,599230.455983603
2026-12-10,278219.5540299297,-40707.80364783422,571222.6611631231
2026-12-11,214713.2446909794,-105291.17583410023,526079.969555043
2026-12-12,287224.5795442965,-5866.970089817993,602076.0925729675
2026-12-13,289525.2096681967,-11450.387685992553,614450.2478823286
2026-12-14,217179.45960365774,-117306.1607906202,530768.2312134337
2026-12-15,203928.037819351,-110722.96076776307,511455.6939092093
2026-12-16,202428.81032677888,-87263.24566055353,529050.8319694522
2026-12-17,206213.9352721824,-127224.5989143778,508490.10717474273
2026-12-18,142801.2825160947,-164373.29696792504,443774.96726872865
2026-12-19,216400.65884497334,-85870.16925443537,522662.256876518
2026-12-20,220751.08828509477,-61685.15402564592,529942.737099641
2026-12-21,151366.04032109847,-154388.71604627385,467640.64528810495
2026-12-22,141918.5641485895,-157638.6224740893,474468.0950271688
2026-12-23,144983.8549703819,-179382.5012132609,458649.486601917
2026-12-24,153998.49899327825,-137934.63242280032,466168.40908044874
2026-12-25,96374.2626367257,-230031.17850966318,383554.5674760796
2026-12-26,176206.88247619785,-123859.77487486313,477591.4623037109
2026-12-27,187116.03746113076,-114408.90507134027,497491.4371092692
2026-12-28,124493.32634426566,-181460.5653751377,422744.56378639396
2026-12-29,121890.13858937607,-165851.66191864636,413935.41318524955
2026-12-30,131762.87674297014,-159806.43802649222,443746.5632970119
2026-12-31,147434.712560299,-158784.37370903426,479847.6090603853
2027-01-01,96211.68331964605,-224912.33829804108,404091.3967495079
2027-01-02,182093.53254716325,-130054.46503042443,485184.0747548655
2027-01-03,198615.4324040861,-135628.1210925893,496816.43602339854
2027-01-04,141097.37543486521,-141340.1761369136,437732.79257169657
2027-01-05,143033.09846208274,-162540.2785413809,460058.9472297332
2027-01-06,156835.98136403342,-176593.03079426437,477806.06393855775
2027-01-07,175801.0981476797,-146312.49827558323,498619.5465847775
2027-01-08,127221.23211551501,-160412.82561791927,428301.78185955546
2027-01-09,215097.27454009213,-107176.38388847066,496138.8367070513
2027-01-10,232979.16842995654,-69274.82619488958,553791.3069173938
2027-01-11,176214.2176391355,-126923.94578327042,502263.15876597574
2027-01-12,178334.66375123046,-125460.5284935284,503717.1561047175
2027-01-13,191802.01891853512,-119651.74943575819,499362.3913217986
2027-01-14,209967.38186952515,-97535.47712345648,529713.6028454005
2027-01-15,160185.60154824314,-175186.29706065526,454170.30938553734
2027-01-16,246523.76175207912,-67824.1635459756,558363.1497446068
2027-01-17,262600.2020662672,-48714.19439190411,578048.5830302452
2027-01-18,203830.94730345684,-97815.2812413873,525202.701353548
2027-01-19,203815.49670528292,-109825.3039654462,510969.34837321454
2027-01-20,215079.50546838518,-73392.86708557725,533028.3272850916
2027-01-21,231033.62467816906,-73153.07360375929,558288.2128243241
2027-01-22,179086.3965299473,-123568.20470963827,483252.0185906878
2027-01-23,263351.70347680134,-56269.38480418396,583991.7919038131
2027-01-24,277487.00426176144,-44543.62671466821,591030.813703088
2027-01-25,216939.23885487794,-110778.10693804122,519430.2215701335
2027-01-26,215330.35551419275,-92509.74937944567,519771.90189436695
2027-01-27,225199.98689876884,-72760.87102646477,526186.8333783919
2027-01-28,239964.5285155326,-66899.51292642226,571793.9287146616
2027-01-29,187030.4970805668,-115132.21878956129,496769.3051918596
2027-01-30,270502.6424523596,-31817.759081057204,560954.3582883015
2027-01-31,284023.01639264205,-14765.37418425204,594151.5802432754
2027-02-01,223017.84683431382,-72583.79200965118,536265.6631757135
2027-02-02,221084.13503288527,-82207.745179054,544793.2830086941
2027-02-03,230733.46537785232,-97013.68754099694,554783.2764765567
2027-02-04,245352.24385862803,-42509.99428583346,557099.3300137602
2027-02-05,192316.20648316864,-138414.1270077696,510805.5522700825
2027-02-06,275699.63710712513,-25422.41429575922,578456.8083212037
2027-02-07,289115.46676824574,-31976.089596615067,604831.5156441419
2027-02-08,227963.0759230068,-86534.58465193605,534189.5144868116
2027-02-09,225815.6942391324,-95534.8282994051,533152.0177367841
2027-02-10,235164.87006085878,-98999.15274008599,535410.8152522095
2027-02-11,249381.2132898634,-36541.07928736308,560387.6361669268
2027-02-12,195829.24626504123,-120737.63263548806,506316.27666712395
2027-02-13,278576.80088574026,-28817.083678334926,595375.5107895649
2027-02-14,291235.13814825634,-15914.10820981214,587856.6983090502
2027-02-15,229206.62046611725,-87782.16809777645,543848.5133600268
2027-02-16,226071.8447659903,-87927.05681321035,532495.258012928
2027-02-17,234333.7255419374,-52339.07147921641,563394.6068017383
2027-02-18,247377.75161967013,-46216.12861776358,569874.0505201605
2027-02-19,192586.27337513422,-113074.74494684307,510598.4484032339
2027-02-20,274047.2820718636,-26178.241346278002,608706.60941991
2027-02-21,285393.8813023323,-24767.307157019455,603499.9861868547
2027-02-22,222051.30426199615,-98520.61442211976,523803.40189393813
2027-02-23,217623.40693622094,-109036.01667635932,544214.2700568658
2027-02-24,224636.14647099777,-80114.51909170771,538858.6144486793
2027-02-25,236497.2859521921,-71494.78956170754,545219.723023304
2027-02-26,180610.19665500364,-125406.15411855778,498763.3945824186
2027-02-27,261082.2302485617,-55560.985977579185,589649.4846585246
2027-02-28,271563.86799775617,-29655.553696523122,587581.0165477159
2027-03-01,207495.50392864743,-105355.87696111655,544814.5991480824
2027-03-02,202493.79149023,-105483.54070322099,540511.616107791
2027-03-03,209095.05889328607,-104370.9638646189,500012.28228401183
2027-03-04,220715.02701641427,-73217.79681631402,531735.7842829155
2027-03-05,164762.69085308455,-126859.06331956749,450670.94965466316
2027-03-06,245348.82466353444,-62525.43869916608,568605.2811621514
2027-03-07,256125.3039776858,-33978.47177447211,571554.8379665907
2027-03-08,192532.08657847685,-101353.59766270546,509588.04587748315
2027-03-09,188183.76697977365,-145084.9506906751,493829.3060851905
2027-03-10,195613.19499722536,-102904.43924545635,493718.2866454678
2027-03-11,208231.37889762613,-92509.28117149642,511109.4494578942
2027-03-12,153441.52242562946,-156903.31812961778,441186.5521449967
2027-03-13,235347.6464839733,-68737.27187982708,555436.1582514389
2027-03-14,247593.98192916805,-64545.53687274847,543761.1877484391
2027-03-15,185611.97195283198,-114901.31101415787,493934.6130787995
2027-03-16,183006.79809562824,-119075.83315868677,480916.0349579468
2027-03-17,192300.92329504213,-107481.72417883971,512255.1049736765
2027-03-18,206893.87839286868,-102751.42146811189,516078.1148383061
2027-03-19,154176.15028807154,-163809.79986720363,494314.3232471324
2027-03-20,238237.6339710869,-70727.53421501606,552550.1900353415
2027-03-21,252706.84845868597,-28409.020998636355,600051.5737788329
2027-03-22,192997.77020182577,-127125.48150568797,504314.0693323848
2027-03-23,192696.2139895368,-110035.50291176268,505355.761365425
2027-03-24,204303.27090766467,-109807.57014644818,493287.3662843359
2027-03-25,221195.04539014565,-94977.89133030399,537046.9446600819
2027-03-26,170736.56386628386,-133293.89737612611,483172.8481758878
2027-03-27,256990.32956674427,-58310.61053750288,563282.3745613605
2027-03-28,273555.7332012269,-63044.04222378142,590597.7519939928
2027-03-29,215816.17953556814,-63632.022083297285,533878.1037729313
2027-03-30,217325.86269472464,-81926.66032907675,531597.0552437332
2027-03-31,230553.6985047688,-84764.28230301224,527875.9483134107
2027-04-01,248843.65044989594,-73936.56980910194,509982.48320915864
2027-04-02,199529.31201518376,-121617.84991523478,506921.48346923507
2027-04-03,286643.20607218915,-22878.52635272188,609747.8337853298
2027-04-04,303756.99321882345,777.2194342770273,613430.6236945052
2027-04-05,246229.42784428215,-71168.67063314056,534781.6613313623
2027-04-06,247593.97056048067,-58446.864966910376,557563.707080909
2027-04-07,260303.5389591418,-65967.2805145285,581304.4502830957
2027-04-08,277691.60550922574,-21910.812627991494,598963.3575078177
2027-04-09,227087.4771098798,-55269.74016880753,544719.3092102231
2027-04-10,312526.18917103263,7978.689663374217,611511.0806633155
2027-04-11,327589.1797719911,1798.406892545704,622569.5530042386
2027-04-12,267652.558720671,-35385.712647309345,579610.5569282103
2027-04-13,266274.8595531306,-46331.42059733195,565745.7062953401
2027-04-14,275941.74002344115,-19269.518773260228,595416.7470325113
2027-04-15,290026.8284495876,-32196.295828326223,619600.5627914249
2027-04-16,235906.5445677445,-58710.13127667461,553660.971876877
2027-04-17,317669.327940977,2743.5793678111945,622544.2147013576
2027-04-18,328955.4459923059,37403.91808340051,634405.2935109949
2027-04-19,265204.20943114423,-50224.20619561702,584591.9670797243
2027-04-20,260040.5023718879,-84626.74429728511,558129.5945000667
2027-04-21,266018.11797167826,-38035.198407210126,568822.7556494878
2027-04-22,276579.1277085253,-9015.32519844343,594555.4023205618
2027-04-23,219167.148485815,-103830.79113934125,501255.29378488427
2027-04-24,297934.9800289465,14291.550647747836,602072.2753305669
2027-04-25,306582.8269097935,-17791.936777235318,624356.8049549973
2027-04-26,240603.97690271348,-60091.356507384044,566422.0131923475
2027-04-27,233669.8873297962,-82804.31211633707,538408.6481252147
2027-04-28,238372.2136620201,-73265.72019748665,549940.1247289864
2027-04-29,248181.0497007282,-61487.2526355362,559404.8767645238
2027-04-30,190557.28116707123,-119982.61229164731,494369.90708739427
2027-05-01,269659.5580021414,-37611.34728797794,596490.5344970246
2027-05-02,279182.1265938308,-22012.70676882853,614611.7221290021
2027-05-03,214600.41356873335,-79926.8293899058,524365.1420222445
2027-05-04,209556.32495673487,-81826.67927046929,522717.0101330466
2027-05-05,216600.79875892785,-111938.9804455577,528852.0539206915
2027-05-06,229152.87522980262,-84046.01539056306,541008.3548786624
2027-05-07,174613.17278371064,-134272.5431045731,495946.0492420548
2027-05-08,257072.2521332854,-51376.72378687421,567018.1539713626
2027-05-09,270150.0787980307,-10224.667490679834,573114.1307755237
2027-05-10,209243.4368213944,-111915.04361172751,518613.0609086084
